Review,Sentiment
"During my stay I became sick with kidney stones,  the owners where very helpful is seeing where and what I needed to do for help.  In addition they took care of my dog with updates as how she was while I was in hospital",POSITIVE
"Not getting sick, hosts where wonderful",POSITIVE
"To be honest, we didn't realize until we arrived there, that aside from the bedroom, we would be sharing living space with the owner.  We usually prefer a bit more privacy.But among possible hosts, we could not have hoped for a better one.  She was very kind and helpful, and provided a lot of helpful advice on places to visit & things to see in the area.And she also engaged us in plenty of stimulating conversation.",POSITIVE
"As mentioned, we had to sacrifice a little privacy; but it was worth it.",POSITIVE
"The serene environment,  view of greenery, host hospitality,  hot water bath,  the wood floor and the food. The room is exactly as it is in the picture.  I strongly recommend this place to other travellers.",POSITIVE
Nothing.,NEGATIVE
Super responsive and helpful staff,POSITIVE
Everything and staff,POSITIVE
noisy neighbours yelling and banging on doors at2 am,NEGATIVE
There are no comments available for this review,POSITIVE
There are no comments available for this review,POSITIVE
"The property was very clean and the owners were extremely helpful, replying to messages quickly and kindly. The area was beautiful and quiet.",POSITIVE
"The area is very residential and there didn't appear to be anything around it. It was however a 2 minute walk to the bus stop, which gave you cheap and easy access to the city.",NEGATIVE
"Bed super comfortable, tidy and cosy house",POSITIVE
nothing to refer,NEGATIVE
The apartment was fine - it was good to have a kitchen over Christmas as nothing was open.,POSITIVE
"The owners were very smiley and really nice. We had some gifts when we arrived like drinks and peanuts. The bedroom had everything we could need, with a TV, fridge and cupboard.",POSITIVE
There was an unpleasant smell in the pillows,NEGATIVE
Excellent location. Very clean.,POSITIVE
The property was clean and the staffs were friendly. Above all there was a Lidl with 2 minutes walk. Food and other necessities were at arms length.,POSITIVE
Overall I would recommend the property for all tourists.,POSITIVE
The bathroom on the floor instead of en suite,NEGATIVE
I like the bed and the smart tv and clean room and toilets.,POSITIVE
Nothing,NEGATIVE
"The rooms are a bit small, and there are shared bathrooms that were nice and clean. They have a fully stocked kitchen that you can use on the ground floor.",POSITIVE
"It took a bit of a walk to collect the keys - luckily it wasn’t raining and we arrived during the day. The Temple Bar area is not that interesting - lots of businesses had closed, possibly due to pandemic.",NEGATIVE
Host very helpful house beautiful,POSITIVE
it was clean. the bathroom toilet smelled really bad even with all of the cleaners in the toilet,NEGATIVE
gps could not find property. owner was not helpful in finding the property.,NEGATIVE
Wonderful location just across the road from the beach and a short walk from the Dublin Royal Society.,POSITIVE
Nothing,NEGATIVE
Fabulous room. Staff went above & beyond to assist our stay. Food was lovely. Sadly we couldn’t see the lovely views due to the fog - but easy access to the beach and the local village.,POSITIVE
"The location was great, in the heart of Temple Bar. Very convenient.  Bedroom was also good. That's about where it ended, unfortunately.",POSITIVE
great location very nice room,POSITIVE
"We absolutely loved our stay here! The location was perfect with parking and right beside a gorgeous beach! The room was so comfortable and spacious, and breakfast was delicious",POSITIVE
Nothing,NEGATIVE
"This property is beautiful, well managed, well kept, clean, and has amazing service. Elena, our host, made us feel welcomed and definitely made our trip better. In addition she gave us help with what to see in Dublin and always made sure we were comfortable and there was nothing we didn’t want or need. The room itself was not only clean but extremely comfortable, the cloud-like beds and the warm shower were so nice after a long day of traveling. The breakfast in the morning is delicious and is specified to your eating habits and/or diet restrictions. If you are deciding where to stay, you should definitely stay here.",POSITIVE
"location and staff and bed was great , slept like a baby",POSITIVE
very modern & neat,POSITIVE
a little warm in the room,POSITIVE
Stayed here for a night as we had a concert in the 3 arena. We were greeted by Elena (hope I’m spelling that correctly) She was so friendly & welcoming. I really couldn’t fault this place at all. Was so modern & clean & so many nice touches in the room it really was more like a hotel than B&B. The breakfast the next morning was lovely too. I will be actively looking for the beach house B&B next time I stay in Dublin. It really is a gem for the price.,POSITIVE
Nothing to dislike.,POSITIVE
"Kitchen door slams behind you. Too small for three ppl. Broken power point. Toaster trips the power - every time.  Tv too small, limited stations.",NEGATIVE
"Beautiful place to stay, wonderful service, helpful staff. Very elegant hotel, equipped in everything we needed: hair dryer, iron, coffee maker, kettle, fridge. Coffee, wine, water and chocolates included. Absolutely recommended.",POSITIVE
