,review
3951,"First day unfortunately with first van we get broken engine on the highway in late evening so we were stucked there for a couple of hours. The owner helped us with bringing the second van almost in midnight, unfortunately we were 5 people and second van was just for 4 people. So sleeping was little complicated, but we could continue our vacation. Unfortunately second van had broken battery, so every morning we couldn't start, fortunately the Irish people are awesome and helped us out."
3952,-Cool modern camper with all needed amenities and supplies to keep you going- Customer service was great. Really quick replies to all questions-Lovely vintage vibe-Freedom of parking where ever you'd like
3953,The staff was polite and helpful
3954,- No written guide or instructions on how to use equipment
3955,The staff is very helpful and very communicative. We spent 4 days with the the van travelling around Dublin and Galway and the space is more than enough for two people. The van has everything that you need.
3956,The up bed wasn't very comfortable. No heating and  at night it was a bit cold (March). Better bring very warm clothes and a sleeping bag to sleep.
3957,"Great opportunity for alternative stay in Ireland. We rented Bandit and enjoyed it well. Old style driving with 30+ years car made me remember my first, but everything worked without any problem. Friendly staff with their own service garage. You can get there by Luas tram from central Dublin (red line to Kylemore stop and then approx. 1km walk). Local roads in Ireland are narrow and it's not always easy to find parking, so we planned spots ahead and it paid off."
3958,"The Bandit has a 2L petrol engine, so you have to take into account the corresponding consumption."
3959,"Retro Camper Van is the BEST way to see Ireland - plentiful car parks, kind people, come and go as you please. The staff was communicative, and accommodating. Easy to find, pickup and dropoff was a breeze. Plus, how cool is it to roll around the coast in a vintage van? Can't wait to come back!"
3960,I'm tall so the beds were a tad short for my liking. My wife was fine though. Other than that no issues whatsoever! No mechanical issues. One of the cabinets kept opening when going over bumps but this did not affect performance of the vehicle at all.
3961,"Well equipped mini kitchen with full fridge freezer,microwave etc. Tea, coffee and milk was supplied."
3962,"This is a single room with 3 beds, the photos were slightly misleading to me, I thought there were 2 separate rooms. All of the furniture is tatty and basic. The bathroom smells a bit mouldy and the shower controls are completely battered and need replacing. Couldn't turn the bathroom light off and this means you can't get total darkness at night. No TV. The host was friendly enough but he turned up to drop off a tumble drying during our stay which was an unwelcome disturbance. The area is nice enough, few shops and restaurants about. Taxi ride into Temple Bar took around 10 minutes. Walking was more like 30 minutes."
3963,Good location with plenty of restaurants and supermarkets nearby.
